,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
TFSocketAgent1 Average,23.4,31.5,30.2,47.9,30.8,11.1,26.3,44.9,40.7,26,52,77.4,31.7,22.8,17.6,42.9,34.1,53.4,18.9,44.1,45.6,44.7,41.4,19.3,41.7,28.2,35,40.8,33.1,31.4,26.4,45.3,54.5,29,27.8,37.4,24.4,63.7,24.9,41.4,28.2,40.7,42.4,22.7,53.3,28.3,50.3,69.7,42.9,37.8,47.8,19.2,23,57.3,52.2,36.4,34.4,33.2,35.8,46.9,81.8,21.1,41.1,23.2,54.1,55.4,47.6,41.4,53.4,37.4,36.3,35.9,35,69.4,42.2,30.5,50.8,51.1,35.1,23.5,54.8,28.7,30,45.2,26,63.6,27.3,36.5,48.2,21.5,27,27.8,33.1,38.3,32.2,31.3,46.5,46.2,66.4,35.5,32.5,25.8,12.7,14.9,14,13.6,17.5,13.9,15.2,14.3,10.4,15.2,11.5,14.9,11.5,10.1,22.1,7.8,16.6,43.8,20.2,16.4,12.2,12.9,12.6,13,24.3,14.9,13.4,14.7,10.7,21.9,15,15,16.1,14.9,19.2,12.5,11.8,9,13.8,12.6,19.7,17.2,15,17.2,13.5,6.4,15.5,26.3
TFSocketAgent1 Smoothed,,,,28.74285714,31.81428571,33.12857143,32.52857143,33.11428571,39.77142857,42.71428571,42.21428571,38.31428571,38.62857143,39.78571429,39.98571429,31.62857143,33.4,36.65714286,40.52857143,40.31428571,38.2,36.52857143,37.85714286,36.55714286,35.87142857,34.21428571,32.78571429,33.8,34.31428571,38.07142857,37.21428571,35.35714286,35.97142857,34.97142857,40.3,37.38571429,35.51428571,35.4,37.24285714,37.95714286,37.71428571,36.22857143,36.71428571,37.98571429,43.91428571,44.22857143,43.57142857,47.15714286,42.28571429,41.52857143,42.52857143,40.02857143,39.1,38.61428571,36.52857143,38.9,42.31428571,45.81428571,41.37142857,42.04285714,40.44285714,43.42857143,46.22857143,46.32857143,40.55714286,45.17142857,44.64285714,46.51428571,43.91428571,41,44.11428571,44.22857143,40.95714286,42.87142857,44.98571429,44.87142857,43.22857143,41.14285714,39.21428571,39.14285714,38.34285714,34.75714286,38.82857143,39.37142857,36.75714286,39.54285714,38.32857143,35.72857143,35.98571429,31.62857143,33.2,32.58571429,30.17142857,33.74285714,36.48571429,42,42.34285714,41.51428571,40.6,37.94285714,33.42857143,28.82857143,21.28571429,18.71428571,16.05714286,14.54285714,14.77142857,14.12857143,14.3,14,13.62857143,13.28571429,12.55714286,13.67142857,13.3,13.5,18.11428571,18.87142857,19.57142857,19.87142857,18.55714286,19.24285714,18.72857143,15.94285714,15.18571429,14.75714286,15.11428571,14.8,16.12857143,16.41428571,15.08571429,15.25714286,15.47142857,16.11428571,16.37142857,14.92857143,14.07142857,13.9,13.4,14.08571429,13.8,14.15714286,14.92857143,15.57142857,14.51428571,14.92857143,15.87142857,,,
Optimal,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44
E-Greedy Avg. Opt.,,,,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,2.342105263,,,
Benchmark,,,,70.9428571,69.8285714,64.8428571,61.9571429,61.1428571,52.5571429,52.5571429,54.2285714,61.6857143,60.1428571,57.0714286,55.7571429,55.8,57.9571429,56.4,53.2571429,55.7571429,58.6142857,60.7285714,62.5285714,53.2142857,54.3571429,57.0857143,56.6,52.7714286,48.5,46.3714286,45.7142857,50.5285714,45.1857143,48.8571429,48.5571429,50.7285714,49.8571429,50.9142857,52.9,50.4285714,45.3571429,48.5142857,52.2,54.6714286,60.2,59.7857143,64.1571429,62.7428571,66.0285714,62.3285714,59.1428571,53.0285714,52.7142857,55.0857143,59.9,61,65,64.1142857,63.2285714,58.1285714,52.2142857,52.3142857,46.7714286,42.7571429,47.9285714,50.0285714,52.1714286,51.5,45.1571429,43.7285714,44.6285714,40,43.6571429,41.0571429,47.6142857,51.6714286,60.4428571,62.4857143,66.0285714,61.0428571,59.5571429,56.8571429,56.2285714,46.9571429,49.5714286,49.2714286,49.9857143,56.9142857,57.2857143,60.9285714,61.3142857,59.2571429,55.3571429,60.5142857,52.4714286,51.9285714,47.9,45.9857143,40.5285714,41.3,33.5714286,32.2285714,30.0571429,31.2142857,33.8857143,33.1714286,31.8428571,33.0428571,35.3142857,34.0714286,30.2142857,28.1714286,27.7,25.6,24.2428571,21.7142857,20.0428571,18.9428571,20.3142857,19.9571429,19.8428571,20.5857143,22.4,23.5571429,24.8428571,21.6571429,21.6285714,21.9,20.1571429,19.9142857,19.3571429,18.2142857,20.4714286,20.9571429,20.9,22.4,21.0714286,21,20.2428571,19.7571429,19.0714286,19.6714286,20.0285714,22.8142857,21.5,22.3857143,21.4571429,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-Greedy VS Benchmark (5/20 run),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random: ,,38.81253644,Benchmark Random:,,55.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Models: ,,15.87670807,Benchmark Models:,,23.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Models / Random: ,,0.409061338,Benchmark Mod/Ran:,,0.428656998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minutes: ,,144.7986167,Benchmark Minutes:,,277.6015167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Optimal: ,,2.342105263,Benchmark Avg. Opt.,,2.415789474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area:,,4533.957143,Benchmark Area:,,6410.057143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alphabet: [a, b, c, d, e]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goal State: s19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
States: ,,"[s0, s1, s2, s3, s4, s5, s6, s7, s8, s9, s10, s11, s12, s13, s14, s15, s16, s17, s18, s19]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digraph Number: ,,ONE,,TWO,,THREE,,FOUR,,FIVE,,SIX,,SEVEN,,EIGHT,,NINE,,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start States: ,,start -> s13,,start -> s3,,start -> s1,,start -> s1,,start -> s7,,start -> s2,,start -> s4,,start -> s4,,start -> s5,,start -> s0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Sequence: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transitions: ,,s0 -> s13 [label=a],,s0 -> s14 [label=a],,s0 -> s12 [label=a],,s0 -> s14 [label=a],,s0 -> s2 [label=a],,s0 -> s0 [label=a],,s0 -> s15 [label=a],,s0 -> s12 [label=a],,s0 -> s12 [label=a],,s0 -> s9 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s0 -> s1 [label=b],,s0 -> s8 [label=b],,s0 -> s10 [label=b],,s0 -> s14 [label=b],,s0 -> s14 [label=b],,s0 -> s2 [label=b],,s0 -> s5 [label=b],,s0 -> s1 [label=b],,s0 -> s8 [label=b],,s0 -> s14 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s0 -> s11 [label=c],,s0 -> s11 [label=c],,s0 -> s10 [label=c],,s0 -> s19 [label=c],,s0 -> s17 [label=c],,s0 -> s12 [label=c],,s0 -> s10 [label=c],,s0 -> s18 [label=c],,s0 -> s17 [label=c],,s0 -> s18 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s0 -> s14 [label=d],,s0 -> s13 [label=d],,s0 -> s9 [label=d],,s0 -> s11 [label=d],,s0 -> s16 [label=d],,s0 -> s18 [label=d],,s0 -> s5 [label=d],,s0 -> s3 [label=d],,s0 -> s16 [label=d],,s0 -> s13 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s0 -> s1 [label=e],,s0 -> s19 [label=e],,s0 -> s0 [label=e],,s0 -> s18 [label=e],,s0 -> s1 [label=e],,s0 -> s17 [label=e],,s0 -> s12 [label=e],,s0 -> s13 [label=e],,s0 -> s16 [label=e],,s0 -> s15 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s1 -> s3 [label=a],,s1 -> s0 [label=a],,s1 -> s3 [label=a],,s1 -> s18 [label=a],,s1 -> s12 [label=a],,s1 -> s10 [label=a],,s1 -> s1 [label=a],,s1 -> s0 [label=a],,s1 -> s15 [label=a],,s1 -> s2 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s1 -> s4 [label=b],,s1 -> s8 [label=b],,s1 -> s11 [label=b],,s1 -> s13 [label=b],,s1 -> s18 [label=b],,s1 -> s10 [label=b],,s1 -> s5 [label=b],,s1 -> s13 [label=b],,s1 -> s19 [label=b],,s1 -> s11 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s1 -> s18 [label=c],,s1 -> s17 [label=c],,s1 -> s0 [label=c],,s1 -> s13 [label=c],,s1 -> s15 [label=c],,s1 -> s7 [label=c],,s1 -> s3 [label=c],,s1 -> s3 [label=c],,s1 -> s13 [label=c],,s1 -> s13 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s1 -> s0 [label=d],,s1 -> s15 [label=d],,s1 -> s5 [label=d],,s1 -> s6 [label=d],,s1 -> s11 [label=d],,s1 -> s10 [label=d],,s1 -> s6 [label=d],,s1 -> s5 [label=d],,s1 -> s8 [label=d],,s1 -> s17 [label=d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s1 -> s12 [label=e],,s1 -> s16 [label=e],,s1 -> s3 [label=e],,s1 -> s1 [label=e],,s1 -> s5 [label=e],,s1 -> s7 [label=e],,s1 -> s15 [label=e],,s1 -> s17 [label=e],,s1 -> s18 [label=e],,s1 -> s8 [label=e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s2 -> s14 [label=a],,s2 -> s10 [label=a],,s2 -> s0 [label=a],,s2 -> s11 [label=a],,s2 -> s8 [label=a],,s2 -> s17 [label=a],,s2 -> s13 [label=a],,s2 -> s19 [label=a],,s2 -> s3 [label=a],,s2 -> s10 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s2 -> s18 [label=b],,s2 -> s19 [label=b],,s2 -> s4 [label=b],,s2 -> s10 [label=b],,s2 -> s11 [label=b],,s2 -> s8 [label=b],,s2 -> s14 [label=b],,s2 -> s4 [label=b],,s2 -> s5 [label=b],,s2 -> s1 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s2 -> s14 [label=c],,s2 -> s19 [label=c],,s2 -> s17 [label=c],,s2 -> s0 [label=c],,s2 -> s7 [label=c],,s2 -> s13 [label=c],,s2 -> s0 [label=c],,s2 -> s9 [label=c],,s2 -> s5 [label=c],,s2 -> s13 [label=c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
