,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
Benchmark,,,,18.11428571,17.84285714,18.04285714,15.62857143,16.08571429,16.07142857,17.5,18.67142857,19.21428571,19.77142857,20.35714286,21.28571429,23.28571429,22.88571429,22.38571429,22.14285714,22.08571429,21.5,20.62857143,18.28571429,19.55714286,18.14285714,17.07142857,15.21428571,15.61428571,16.6,17.85714286,17.15714286,16.38571429,16.62857143,17.51428571,20.08571429,20.34285714,19.61428571,18.6,20.52857143,21.3,22.3,20.2,19.41428571,19.28571429,20.24285714,20.68571429,20.94285714,20.82857143,20.77142857,20.94285714,19.58571429,18.78571429,17.7,15.9,14.61428571,13.64285714,12.37142857,12.28571429,13.37142857,14.41428571,15.2,15.15714286,18.3,18.51428571,19.37142857,17.28571429,16.24285714,15.7,16.47142857,15.08571429,17.51428571,18.1,18.62857143,19.15714286,19.87142857,20.44285714,19.9,19.5,20.3,20.95714286,20.8,20.47142857,18.07142857,19.3,18.8,17.5,16.85714286,14.98571429,15.05714286,16.14285714,14.91428571,15.37142857,14.64285714,15.68571429,17.08571429,17.01428571,18.48571429,16.77142857,15,14.38571429,13.02857143,12.92857143,12.3,10.82857143,10.9,11.21428571,12.77142857,12.91428571,12.37142857,12.65714286,11.57142857,12.37142857,11.62857143,11.37142857,10.85714286,10.21428571,10.32857143,11.71428571,10.98571429,11.31428571,11.14285714,12.44285714,12.85714286,12.52857143,11.92857143,12.31428571,12.08571429,11.6,11.64285714,11.15714286,13,12.62857143,13.41428571,13.21428571,13.78571429,12.37142857,13.74285714,11.95714286,11.58571429,10.71428571,10.51428571,9.657142857,9.728571429,9.071428571,8.842857143,10.84285714,10.54285714,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-Greedy VS Benchmark (2/10 run),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random: ,,19.08836524,Benchmark Random:,,18.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Models: ,,12.21276596,Benchmark Models:,,11.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Models / Random: ,,0.639801565,Benchmark Mod/Ran:,,0.631169543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minutes: ,,27.71315,Benchmark Minutes:,,36.05925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Optimal: ,,3.055555556,Benchmark Avg. Opt.,,2.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area:,,2425.571429,Benchmark Area:,,2306.914286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alphabet: [a, b]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goal State: s9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
States: ,,"[s0, s1, s2, s3, s4, s5, s6, s7, s8, s9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digraph Number: ,,ONE,,TWO,,THREE,,FOUR,,FIVE,,SIX,,SEVEN,,EIGHT,,NINE,,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start States: ,,start -> s4,,start -> s2,,start -> s0,,start -> s4,,start -> s5,,start -> s1,,start -> s8,,start -> s4,,start -> s6,,start -> s6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Sequence: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transitions: ,,s0 -> s8 [label=a],,s0 -> s8 [label=a],,s0 -> s6 [label=a],,s0 -> s0 [label=a],,s0 -> s1 [label=a],,s0 -> s9 [label=a],,s0 -> s2 [label=a],,s0 -> s3 [label=a],,s0 -> s0 [label=a],,s0 -> s7 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s0 -> s5 [label=b],,s0 -> s2 [label=b],,s0 -> s2 [label=b],,s0 -> s8 [label=b],,s0 -> s4 [label=b],,s0 -> s2 [label=b],,s0 -> s6 [label=b],,s0 -> s3 [label=b],,s0 -> s5 [label=b],,s0 -> s4 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s1 -> s9 [label=a],,s1 -> s6 [label=a],,s1 -> s0 [label=a],,s1 -> s1 [label=a],,s1 -> s6 [label=a],,s1 -> s5 [label=a],,s1 -> s1 [label=a],,s1 -> s2 [label=a],,s1 -> s6 [label=a],,s1 -> s1 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s1 -> s7 [label=b],,s1 -> s5 [label=b],,s1 -> s5 [label=b],,s1 -> s6 [label=b],,s1 -> s5 [label=b],,s1 -> s0 [label=b],,s1 -> s5 [label=b],,s1 -> s4 [label=b],,s1 -> s1 [label=b],,s1 -> s3 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s2 -> s4 [label=a],,s2 -> s7 [label=a],,s2 -> s3 [label=a],,s2 -> s7 [label=a],,s2 -> s5 [label=a],,s2 -> s4 [label=a],,s2 -> s8 [label=a],,s2 -> s8 [label=a],,s2 -> s4 [label=a],,s2 -> s3 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s2 -> s7 [label=b],,s2 -> s3 [label=b],,s2 -> s1 [label=b],,s2 -> s8 [label=b],,s2 -> s0 [label=b],,s2 -> s7 [label=b],,s2 -> s4 [label=b],,s2 -> s5 [label=b],,s2 -> s8 [label=b],,s2 -> s2 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s3 -> s3 [label=a],,s3 -> s1 [label=a],,s3 -> s8 [label=a],,s3 -> s0 [label=a],,s3 -> s1 [label=a],,s3 -> s6 [label=a],,s3 -> s5 [label=a],,s3 -> s5 [label=a],,s3 -> s2 [label=a],,s3 -> s0 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s3 -> s6 [label=b],,s3 -> s5 [label=b],,s3 -> s4 [label=b],,s3 -> s6 [label=b],,s3 -> s9 [label=b],,s3 -> s4 [label=b],,s3 -> s3 [label=b],,s3 -> s8 [label=b],,s3 -> s3 [label=b],,s3 -> s6 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s4 -> s1 [label=a],,s4 -> s7 [label=a],,s4 -> s3 [label=a],,s4 -> s4 [label=a],,s4 -> s2 [label=a],,s4 -> s1 [label=a],,s4 -> s7 [label=a],,s4 -> s0 [label=a],,s4 -> s8 [label=a],,s4 -> s8 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s4 -> s2 [label=b],,s4 -> s0 [label=b],,s4 -> s4 [label=b],,s4 -> s2 [label=b],,s4 -> s8 [label=b],,s4 -> s0 [label=b],,s4 -> s7 [label=b],,s4 -> s7 [label=b],,s4 -> s5 [label=b],,s4 -> s8 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s5 -> s6 [label=a],,s5 -> s8 [label=a],,s5 -> s8 [label=a],,s5 -> s1 [label=a],,s5 -> s8 [label=a],,s5 -> s7 [label=a],,s5 -> s1 [label=a],,s5 -> s1 [label=a],,s5 -> s0 [label=a],,s5 -> s2 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s5 -> s0 [label=b],,s5 -> s2 [label=b],,s5 -> s0 [label=b],,s5 -> s3 [label=b],,s5 -> s2 [label=b],,s5 -> s8 [label=b],,s5 -> s2 [label=b],,s5 -> s7 [label=b],,s5 -> s1 [label=b],,s5 -> s0 [label=b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,s6 -> s4 [label=a],,s6 -> s4 [label=a],,s6 -> s5 [label=a],,s6 -> s2 [label=a],,s6 -> s7 [label=a],,s6 -> s8 [label=a],,s6 -> s9 [label=a],,s6 -> s1 [label=a],,s6 -> s3 [label=a],,s6 -> s1 [label=a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
